title,episodes,released_date,end_date,producer_id,rating,studio
Cheung gong chat hou,30,2004-10-21,2016-04-25,4,6.93,Studio Nue
Choujin Locke,TV,2011-04-02,2016-03-23,7,6.16,Studio Live
Dirty Pair no Ooshoubu: Nolandia no Nazo,Movie,2007-02-09,2016-06-21,1,4.57,Studio Ghibli
Dororon Enma-kun Meeramera,TV,2003-02-25,2016-07-20,12,2.03,P.A.Works
Eden s Bowy,OVA,1996-03-20,2016-02-10,22,5.36,Nippon Animation
Examurai Sengoku,18,1997-01-13,2016-03-15,27,2.7,Kyoto Animation 
Fushigiboshi no☆Futagohime Gyu! Recap,8,2010-06-09,2016-01-07,10,8.46,Studio Live
Gall Force 2: Destruction,2,2009-11-07,2016-01-18,29,5.47,Nippon Animation
Gekitou! Crush Gear Turbo: Kaizabaan no Chousen,TV,2014-03-03,2017-04-04,16,8.07,Studio Gokumi
Go-Q-Choji Ikkiman,15,2005-01-09,2016-05-18,14,7.04,P.A.Works
Hamster Club,3,2009-11-05,2016-04-10,22,9.04,P.A.Works
HenSemi,TV,2013-02-13,2016-01-18,7,7.46,Studio Nue
Jie Mo Ren,Movie,2004-10-23,2016-04-22,1,5.5,Studio Live
Joou Heika no Petite Angie,12,2000-07-17,2016-07-28,15,8.93,Studio Nue
Kami nomi zo Shiru Sekai: Natsu-iro Surprise,28,2001-12-23,2016-05-12,18,2.21,Kyoto Animation 
Kishin Douji Zenki Gaiden: Anki Kitan,46,1997-04-19,2016-05-03,10,2.8,Anime International Company Inc.
Kuma Miko Specials,TV,2004-03-04,2016-07-18,15,4.08,P.A.Works
Mahou Shoujo Lalabel,40,1997-09-25,2016-02-17,4,1.78,Nippon Animation
Mahouka Koukou no Rettousei: Yoku Wakaru Mahouka! Special,TV,2000-08-16,2016-10-22,30,8.3,P.A.Works
Major 2nd,OVA,2008-04-04,2016-12-10,19,5.45,GoHands
Miss Monochrome: The Animation 3,TV,1997-03-03,2016-04-26,26,8.77,Studio Hibari
Mobile Suit Gundam Unicorn: One of Seventy Two,OVA,2013-08-03,2016-04-20,7,3.7,Kyoto Animation 
Moetan Specials,TV,2007-03-21,2016-11-25,11,7.24,Imagin 
Nobunaga no Shinobi,Movie,2005-08-22,2016-12-15,23,4.38,P.A.Works
Nono-chan,44,1996-01-26,2016-06-14,30,3.53,Anime International Company Inc.
Norn9: Norn+Nonet,TV,2001-05-21,2016-03-19,24,8.73,Mushi Production
Omoi no Kakera,17,2003-11-08,2016-09-20,6,4.81,Studio Ghibli
Pokemon: Pikachu no Wanpaku Island,Movie,2011-10-15,2016-06-17,21,5.7,Studio Nue
Pokemon: Pikachu Tankentai,OVA,2006-05-23,2016-03-16,26,5.39,Anime International Company Inc.
Project A-Ko 4: Final,26,2014-04-11,2016-08-12,3,3.21,Anime International Company Inc.
Redial,Movie,2005-05-16,2016-06-01,29,6.59,Anime International Company Inc.
Reideen,5,2011-10-21,2016-12-10,30,0.13,Anime International Company Inc.
Ryuugajou Nanana no Maizoukin,33,2008-11-14,2016-10-16,16,0.85,Pierrot 
Saint Seiya: Legend of Sanctuary,15,2010-03-17,2016-09-24,29,2.37,Pierrot 
Tesagure! Bukatsumono,OVA,2014-08-28,2016-01-26,28,8.71,GoHands
To Heart 2,47,2003-02-06,2016-02-13,29,3.26,Kyoto Animation 
Uchuu Kaizoku Mito no Daibouken,7,2007-08-19,2016-01-07,30,9.22,Pierrot 
Uchuu Senshi Baldios (Movie),45,2000-08-16,2016-10-11,6,1.52,Anime International Company Inc.
Aozora Shoujo-tai,TV,2007-09-22,2016-02-22,23,1.37,Magic Bus
Dallyeola Hani,TV,2015-09-03,2016-10-01,10,0.69,Studio Ghibli
Danchigai,Movie,2011-06-10,2016-11-01,28,1.47,Studio Nue
DD Hokuto no Ken (2013),TV,1996-02-02,2016-01-18,8,2.92,Magic Bus
Denshin Mamotte Shugogetten,30,1996-05-04,2016-10-21,6,5.98,Studio Gokumi
Dokkiri Doctor,TV,2004-12-20,2016-07-06,23,1.63,Magic Bus
Dynamic Super Robots Soushingekki,44,2015-04-04,2016-01-14,21,7.14,Kyoto Animation 
Etotama Specials,20,2014-04-27,2016-05-11,30,3.55,P.A.Works
eX-Driver: Nina &amp  Rei Danger Zone,TV,2014-01-03,2016-09-26,13,2.07,Studio Ghibli
Fatal Fury: Legend of the Hungry Wolf,27,2003-10-15,2016-04-01,24,2.16,Studio Gokumi
Freezing Vibration Specials,Movie,1998-10-15,2016-02-18,21,3.01,Studio Nue
Futakoi,31,2006-01-15,2016-01-23,30,1.98,Pierrot 
Futarigurashi,OVA,2014-02-14,2016-10-17,11,2.44,Imagin 
Gakuen Handsome The Animation,OVA,2004-08-24,2016-01-03,19,9.34,Mushi Production
Gokujou!! Mecha Mote Iinchou Second Collection,2,1997-10-03,2016-03-15,2,1.61,P.A.Works
Gokukoku no Brynhildr Special,22,1996-05-06,2016-05-11,19,2.09,GoHands
"Hanayaka Nari, Waga Ichizoku: Kinetograph",13,2007-08-09,2016-04-07,14,4.17,Pierrot 
Jungle Taitei Movie,OVA,2001-10-16,2016-10-14,16,2.98,Studio Hibari
Kamen Rider SD Kaiki?! Kumo Otoko,0,2014-02-24,2018-08-19,17,6.46,Studio Hibari
Kikou Kai Galient,34,2006-04-18,2016-04-12,25,5.97,Nippon Animation
Kinkyuu Hasshin Saver Kids,47,2003-02-25,2016-03-27,24,3.01,Studio Hibari
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Movie,1999-04-25,2016-09-28,9,8.28,P.A.Works
Last Exile: Ginyoku no Fam Movie - Over the Wishes,TV,2008-03-21,2016-07-22,21,0.55,Pierrot 
Legend of Regios,TV,1997-11-22,2016-07-19,10,7.68,Imagin 
Miami Guns,12,2006-07-12,2016-05-22,28,7.57,Imagin 
Mobile Suit SD Gundam s Counterattack,OVA,2006-05-09,2016-07-13,11,7.98,Studio Nue
Muteki Robo Trider G7,OVA,2002-08-23,2016-07-10,3,0.88,Imagin 
Onigamiden,10,2012-02-06,2016-02-04,13,9.81,Anime International Company Inc.
Paul no Miracle Daisakusen,OVA,2015-06-23,2018-11-13,28,6.42,Pierrot 
Pokemon: Pikachu no Fuyuyasumi (2001),TV,2004-07-05,2016-04-09,7,2.0,GoHands
Project A-Ko 3: Cinderella Rhapsody,OVA,2016-04-13,2018-11-02,17,5.29,Studio Live
Shining Tears X Wind,Movie,2006-04-02,2016-02-20,2,7.2,Nippon Animation
Sora no Manimani Specials,41,2000-12-03,2016-08-15,5,2.28,Imagin 
Tenshi no Shippo Chu!,34,2005-03-27,2016-04-16,5,2.08,GoHands
Tezuka Osamu Monogatari: Boku wa Son Gokuu,TV,2014-11-07,2018-10-22,17,0.56,Imagin 
Tokyo ESP,TV,2006-07-27,2016-10-16,9,5.73,Anime International Company Inc.
Trickster: Edogawa Ranpo &quot Shounen Tanteidan&quot  yori,TV,2010-06-02,2016-02-17,7,9.27,Pierrot 
Wakakusa no Yon Shimai,OVA,2000-11-21,2016-03-16,10,6.16,Kyoto Animation 
Yume de Aetara (TV),OVA,2007-05-15,2016-06-23,17,2.38,Magic Bus
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,TV,2014-03-28,2016-10-24,24,5.84,Anime International Company Inc.
Baby Princess 3D Paradise 0 [Love],OVA,2009-04-01,2016-10-16,1,5.72,Mushi Production
Beautiful World,43,2008-11-12,2016-02-08,16,8.85,Magic Bus
Blossom,TV,2001-08-02,2016-07-06,16,3.06,Mushi Production
Doraemon: It s Summer!,Movie,2011-03-27,2016-02-10,11,2.81,Studio Ghibli
Fudanshi Koukou Seikatsu,43,2009-06-06,2016-12-26,25,6.46,Mushi Production
Futari wa Precure: Splash☆Star Maji★Doki♥ Theater,OVA,2007-04-28,2016-12-12,20,9.03,Imagin 
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,2,2008-12-06,2016-03-08,6,0.77,Mushi Production
Gall Force 3: Stardust War,Movie,2016-06-06,2018-07-03,12,7.6,Kyoto Animation 
Ghiblies,TV,2007-07-10,2016-07-15,5,5.3,Studio Gokumi
Girls und Panzer Heartful Tank Disc Picture Drama,6,1997-08-21,2016-03-02,15,3.46,Studio Gokumi
Gundam Neo Experience 0087: Green Divers,29,2001-07-05,2016-10-10,7,7.58,Magic Bus
Hamelin no Violin Hiki: The Movie,1,1999-12-20,2016-05-23,23,8.8,Kyoto Animation 
Inugami-san to Nekoyama-san Special,TV,1996-02-25,2016-11-28,28,9.91,Anime International Company Inc.
Joker Game: Kuroneko Yoru no Bouken,TV,1999-01-15,2016-05-04,3,8.4,Studio Hibari
Joshikousei: Girl s High Specials,8,2006-09-23,2016-10-07,1,4.72,Magic Bus
Kagaku Ninja-tai Gatchaman F,14,2007-01-17,2016-06-24,1,9.82,Nippon Animation
Kinnikuman (1984),OVA,2013-12-16,2017-12-15,2,5.3,Studio Gokumi
Kiteretsu Daihyakka,3,2008-04-14,2016-11-16,11,0.78,Studio Live
Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,Movie,2014-05-19,2018-01-01,13,6.34,Nippon Animation
Morita-san wa Mukuchi.,12,2003-01-14,2016-06-22,9,2.38,GoHands
Nozo x Kimi,TV,2016-05-26,2019-07-25,8,4.4,Studio Live
Nozoki Ana,28,1997-04-16,2016-05-23,2,7.34,Studio Live
PetoPeto-san,8,2003-07-23,2016-10-07,12,3.13,Mushi Production
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,23,2002-03-04,2016-07-13,18,1.16,Studio Live
Rokumon Tengai Mon Colle Knights,TV,1999-09-12,2016-02-01,30,3.06,Studio Ghibli
Ryoutei no Aji,TV,2015-03-25,2018-07-16,10,7.9,Studio Hibari
Saru Getchu: On Air 2nd,OVA,2016-01-24,2017-08-16,12,9.48,GoHands
Shin Megami Tensei Devil Children,35,1999-10-19,2016-02-04,30,9.85,Studio Ghibli
Shuffle! Memories,15,2010-10-11,2016-06-04,15,6.45,Studio Nue
Sonic: Night of the WereHog,1,2004-05-05,2016-11-17,21,2.63,P.A.Works
Taiyou no Ouji: Horus no Daibouken,41,2009-03-01,2016-10-03,30,7.48,Mushi Production
Terra e...,Movie,2013-04-11,2016-11-28,10,9.71,Kyoto Animation 
Tetsuko no Tabi,33,2003-09-10,2016-07-28,4,3.31,Studio Gokumi
Triage X: Recollection XOXO,OVA,2014-03-15,2019-08-15,2,1.78,Studio Ghibli
Upotte!!,Movie,2015-06-19,2020-06-27,4,7.18,Studio Live
Ys,16,2005-12-20,2016-05-22,17,9.82,Pierrot 
Arc the Lad,OVA,2016-02-10,2019-10-27,17,5.62,Mushi Production
Arslan Senki (TV) Specials,29,2006-07-11,2016-11-11,16,6.3,Studio Ghibli
ChäoS HEAd,Movie,2006-07-05,2016-03-09,1,3.03,Studio Hibari
Chibi Kero: Kerobouru no Himitsu!?,Movie,2008-07-09,2016-06-18,17,3.63,Studio Ghibli
Detective Conan: Nazo no Suisei Kaijuu wo Oe!,TV,2011-10-01,2016-08-22,26,5.98,Studio Gokumi
Dimension W Special,3,2003-04-07,2016-05-02,13,7.61,Studio Hibari
Doku Tenshi no Shippo,Movie,2006-06-09,2016-04-11,25,7.48,Kyoto Animation 
Doubutsu Takarajima,32,2011-05-09,2016-11-06,8,9.47,Mushi Production
Fushigi na Melmo,1,2003-08-12,2016-05-12,27,0.74,GoHands
Hai to Gensou no Grimgar Special,TV,2000-03-09,2016-06-15,5,7.58,Studio Nue
I  s Pure Bonus,28,1999-05-20,2016-07-10,22,7.23,P.A.Works
Ikkitousen,25,1997-03-06,2016-12-15,26,7.26,GoHands
Jewelpet Magical Change,8,2007-03-14,2016-01-07,3,4.78,Magic Bus
K-On!!: Ura-On!!,23,2001-06-05,2016-03-19,16,5.06,Nippon Animation
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,37,2014-01-22,2016-06-15,19,9.37,Studio Nue
Kaze no Na wa Amnesia,1,2013-03-10,2018-03-01,9,6.66,GoHands
Kira Kira 5th Anniversary Live Anime: Kick Start Generation,38,2001-12-16,2016-08-14,10,0.36,Studio Nue
Kokoro Toshokan,TV,2015-12-02,2019-09-08,13,9.62,Studio Hibari
"Kyou, Koi wo Hajimemasu",TV,1997-08-15,2016-07-22,30,2.76,Mushi Production
Leopard Eyes,37,1996-12-06,2016-07-07,15,8.28,Studio Ghibli
Lupin III: Pilot Film,30,2004-01-27,2016-05-25,23,9.47,Mushi Production
Morita-san wa Mukuchi. Specials,OVA,2009-02-19,2016-09-04,16,7.43,Anime International Company Inc.
Nezumi Monogatari: George to Gerald no Bouken,45,2016-10-10,2021-07-01,26,1.77,Studio Gokumi
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,TV,1997-01-22,2016-07-14,23,6.31,Magic Bus
Palme no Ki,Movie,2009-01-23,2016-09-28,18,6.76,Studio Hibari
Rokudenashi Blues,4,2007-05-01,2016-03-14,25,5.61,Pierrot 
Saiyuuki,4,2012-08-12,2016-02-05,13,8.8,Studio Ghibli
Sensou no Tsukurikata,29,2013-10-01,2016-11-05,16,6.83,P.A.Works
Shin Megami Tensei Devil Children: Light &amp  Dark,OVA,2012-09-15,2016-11-17,21,1.08,Studio Ghibli
Shin Minashigo Hutch,Movie,2012-10-15,2016-08-28,4,1.97,P.A.Works
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,28,2015-09-04,2020-12-21,12,8.55,Studio Gokumi
Shukufuku no Campanella: La Campanella Della Benedizione,37,2016-06-21,2016-04-02,20,4.31,Pierrot 
Sojunghan Nal-ui Kkum,OVA,2000-07-15,2016-10-18,22,0.37,P.A.Works
Sukitte Ii na yo.: Mei and Marshmallow,OVA,2013-05-26,2016-08-04,8,7.4,P.A.Works
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,39,1998-12-04,2016-11-15,14,6.45,Mushi Production
Tooi Sekai,Movie,2006-09-02,2016-11-16,13,0.41,Nippon Animation
Usavich V,OVA,2005-12-22,2016-08-26,14,2.33,Studio Ghibli
Utawarerumono Recaps,TV,1999-07-05,2016-11-03,28,0.26,Anime International Company Inc.
Ace wo Nerae!: Final Stage,23,2003-10-04,2016-04-19,13,5.87,Imagin 
Bakuon!!,33,2000-05-02,2016-07-03,18,3.7,Studio Ghibli
Black Jack: Heian Sento,TV,1997-02-05,2016-09-21,12,7.1,Studio Live
Chikyuu Bouei Kazoku Special,Movie,2015-05-25,2016-02-15,6,5.17,P.A.Works
Code Geass: Soubou no Oz Picture Drama,14,2000-05-27,2016-04-24,15,8.34,Kyoto Animation 
Dance in the Vampire Bund Recap,19,1999-03-05,2016-12-02,1,0.93,Nippon Animation
Disney Tsum Tsum,38,2011-07-03,2016-09-21,28,4.65,GoHands
eX-Driver the Movie Specials,OVA,2013-09-08,2016-04-25,12,8.28,Pierrot 
Madou King Granzort: Bouken-hen,19,1997-02-14,2016-08-26,23,6.73,Studio Gokumi
Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,Movie,2008-07-20,2016-06-13,9,8.24,Nippon Animation
Miss Monochrome: The Animation 2,23,2015-04-06,2016-10-14,12,1.71,Studio Ghibli
Nanami-chan 2nd Series,OVA,2006-12-08,2016-06-16,12,0.5,Studio Hibari
Ore-sama Kingdom,TV,2016-11-12,2017-10-18,4,1.41,Studio Hibari
Persona 4 the Golden Animation: Thank you Mr. Accomplice,1,2008-11-18,2016-02-23,4,8.67,Anime International Company Inc.
Pokemon Best Wishes! Season 2: Decolora Adventure,17,1998-07-02,2016-11-05,1,7.37,GoHands
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,40,2004-03-26,2016-06-15,27,7.62,Studio Gokumi
Sakura Taisen: Ecole de Paris,TV,2015-09-18,2019-07-28,18,8.6,GoHands
Seikimatsu Occult Gakuin Specials,34,2005-02-13,2016-09-11,26,5.92,Studio Live
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,OVA,1997-11-07,2016-08-26,26,7.04,Studio Gokumi
Shin Koihime†Musou OVA Omake,38,2005-03-08,2016-09-28,4,5.46,Kyoto Animation 
Shin Koihime†Musou: Otome Tairan OVA Omake,TV,2012-01-20,2016-11-16,2,5.9,GoHands
Sore Ike! Anpanman,18,1996-06-25,2016-01-12,6,6.78,Studio Nue
To Be Hero,OVA,1999-11-25,2016-04-23,21,2.8,Studio Live
Utawarerumono: Itsuwari no Kamen Specials,OVA,2003-05-02,2016-06-04,24,8.53,Studio Ghibli
Yozakura Quartet: Yoza-Quar!,Movie,2005-08-26,2016-07-18,28,8.27,Imagin 
Zettai Karen Children Recap,33,2011-01-07,2016-10-07,25,9.39,Mushi Production
Amnesia OVA,OVA,2009-03-04,2016-03-28,3,0.5,Studio Live
Android Ana Maico 2010,36,2001-05-12,2016-09-18,5,8.57,Pierrot 
Blue Seed 2,Movie,2007-02-16,2016-04-15,9,0.55,Nippon Animation
Chou Supercar Gattiger,Movie,1998-09-19,2016-05-03,10,4.08,Nippon Animation
Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou,Movie,1996-12-09,2016-11-06,26,8.75,P.A.Works
"Dakara Boku wa, H ga Dekinai. Recap",TV,2009-12-04,2016-08-22,8,7.6,Studio Hibari
Gokinjo Monogatari the Movie,TV,2006-05-26,2016-12-13,25,6.84,Anime International Company Inc.
Hello Kitty no Cinderella,42,2016-07-24,2016-04-12,16,5.49,Pierrot 
Hi☆sCoool! SeHa Girls,42,2007-04-19,2016-01-11,1,2.57,Studio Hibari
Hyakka Ryouran: Samurai After Specials,Movie,2003-04-10,2016-03-19,29,4.67,P.A.Works
"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",Movie,2011-08-21,2016-10-02,1,6.04,Pierrot 
Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,Movie,2010-12-10,2016-09-22,8,8.93,Studio Gokumi
Konchuu Monogatari Minashigo Hutch (1989),36,2002-06-11,2016-07-04,6,3.11,Studio Ghibli
Koutetsu Sangokushi Special,32,1996-05-08,2016-10-27,25,1.57,Studio Nue
Love Live! Kouhaku Special Anime,22,2007-03-06,2016-03-06,8,0.81,P.A.Works
Macross 25th Anniversary: All That VF Macross F Version,5,2002-01-16,2016-04-08,28,5.11,Anime International Company Inc.
Mai-Otome Special: Otome no Inori,32,2000-01-26,2016-12-27,12,2.98,Studio Hibari
Mission-E,TV,1996-06-11,2016-02-10,2,5.22,Anime International Company Inc.
Mobile Suit Gundam AGE,Movie,2002-10-01,2016-08-02,27,7.6,GoHands
Neko Machi,OVA,2015-02-24,2019-06-06,5,3.16,Studio Gokumi
Oneechan ga Kita Special,TV,2008-03-14,2016-06-01,12,3.62,Anime International Company Inc.
Prism Ark,29,2009-09-26,2016-11-01,13,5.66,Studio Live
Pucca (2008),16,2015-09-19,2016-09-12,15,0.16,Mushi Production
Ro-Kyu-Bu! SS Recap,43,2007-12-13,2016-11-28,16,7.42,Studio Ghibli
Rokudenashi Blues 1993,6,2004-09-20,2016-01-17,29,8.45,Imagin 
Saint October,46,2009-10-23,2016-11-12,16,7.56,Nippon Animation
Shakugan no Shana: Shana &amp  Yuuji no Naze Nani Shana! Nandemo Shitsumon-bako!,Movie,2012-01-11,2016-08-10,10,1.84,Studio Live
Shin Hikari Shinwa: Palutena no Kagami,29,2005-04-10,2016-01-22,19,9.18,P.A.Works
Softenni,TV,2002-06-12,2016-02-17,2,9.38,P.A.Works
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,Movie,2009-04-14,2016-09-01,29,9.46,Nippon Animation
Soukou Kihei Votoms: Vol.1 Stories of the  A.T. Votoms ,43,2005-09-13,2016-03-24,11,5.98,Imagin 
Stella Jogakuin Koutou-ka C³-bu,Movie,2007-01-16,2016-03-08,29,5.47,Imagin 
Street Fighter Alpha: Generations,1,1997-12-20,2016-07-21,4,0.3,Nippon Animation
Taichi Senjimon,TV,1999-10-12,2016-01-06,4,9.51,Magic Bus
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,21,2002-03-16,2016-08-17,13,9.22,Magic Bus
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,Movie,2011-07-18,2016-12-23,12,4.33,Studio Live
Yadosagashi,6,2000-03-02,2016-05-12,12,4.49,P.A.Works
Yoru no Yatterman,OVA,2007-10-03,2016-01-21,13,7.91,Studio Hibari
12-sai.,Movie,1998-01-13,2016-06-14,18,8.39,Pierrot 
Anata wo Zutto Aishiteru,OVA,2003-06-20,2016-12-27,14,9.11,Studio Nue
Argento Soma Special,10,2016-04-02,2016-03-05,22,7.85,Studio Nue
Atashin chi Movie,Movie,2009-08-15,2016-06-12,7,9.94,P.A.Works
Avengers Confidential: Black Widow to Punisher,Movie,2007-09-16,2016-01-09,27,7.48,Kyoto Animation 
Bakusou Kyoudai Let s &amp  Go Special,9,2005-05-13,2016-04-27,6,7.13,Imagin 
Boys Be...,21,2016-11-15,2019-07-07,17,2.71,Studio Nue
Catman Series III,17,2015-06-19,2016-01-16,23,0.85,Studio Hibari
Chiisana Viking Vickie,40,2000-05-11,2016-01-13,19,3.38,Kyoto Animation 
Chou Kuse ni Narisou,22,1998-05-27,2016-07-23,23,9.95,Studio Nue
Chousoku Henkei Gyrozetter,34,2002-05-27,2016-06-05,4,5.2,GoHands
Cyborg 009: Chou Ginga Densetsu,OVA,2005-02-07,2016-08-12,22,8.34,Magic Bus
Doraemon: It s Autumn!,OVA,1999-06-08,2016-04-03,23,4.58,Kyoto Animation 
Gakkatsu!,18,2013-11-05,2016-06-13,6,7.33,Nippon Animation
Gatchaman,46,2002-03-14,2016-08-05,20,8.95,GoHands
Girls und Panzer: Shoukai Shimasu!,5,2006-02-05,2016-05-12,17,0.15,Studio Hibari
Go! Go! Itsutsugo Land,Movie,2005-05-15,2016-10-04,5,8.96,Kyoto Animation 
Hacka Doll The Animation,24,2006-08-04,2016-12-13,10,4.1,GoHands
Himeyuri,Movie,2016-03-07,2018-07-16,1,2.13,Imagin 
Jinsei,OVA,1998-02-21,2016-11-18,7,5.41,Anime International Company Inc.
L/R: Licensed by Royal,OVA,2002-08-07,2016-08-08,15,4.83,P.A.Works
Luger Code 1951,38,1998-12-01,2016-09-01,12,9.45,Studio Hibari
Machikado no Märchen,TV,2016-11-27,2019-01-15,14,8.98,Imagin 
Macross 25th Anniversary: All That VF Macross Zero Version,TV,2008-12-02,2016-12-21,3,4.6,GoHands
Metal Fight Beyblade Zero G,25,2009-04-04,2016-10-27,3,5.02,Studio Live
Miyakawa-ke no Kuufuku,TV,2007-04-12,2016-08-03,29,6.62,Studio Nue
Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga,OVA,2010-01-12,2016-02-23,14,2.48,Studio Ghibli
Ningyo,Movie,2000-05-25,2016-03-15,8,8.63,Studio Nue
Nurse Witch Komugi-chan Magikarte Special,Movie,1998-11-11,2016-12-12,28,7.22,Magic Bus
Pika Don,TV,1996-06-03,2016-04-23,14,3.0,Magic Bus
"Pokemon: Pikachu, Kore Nan no Kagi?",Movie,2001-06-24,2016-12-10,16,4.96,Anime International Company Inc.
Rockman Hoshi ni Negai wo,47,2012-10-23,2016-11-03,24,0.24,Nippon Animation
Saint Seiya Omega,41,2000-07-18,2016-09-21,6,7.08,Nippon Animation
Sakura Taisen: Le Nouveau Paris,OVA,2012-06-04,2017-03-02,12,2.17,GoHands
Senran Kagura: Estival Versus - Shoujo-tachi no Sentaku,TV,2016-06-16,2021-01-20,19,6.6,Studio Live
Shenmue: The Movie,9,2000-03-28,2016-02-01,23,4.41,Studio Gokumi
Strange Dawn,OVA,2015-09-28,2018-09-25,2,4.55,Magic Bus
Tantei Opera Milky Holmes: Alternative,Movie,2007-11-19,2016-06-14,20,7.8,Studio Ghibli
Umi no Triton,27,2014-10-11,2016-11-25,22,1.42,Studio Ghibli
Utopia,44,2004-11-17,2016-02-17,1,1.39,Anime International Company Inc.
Zoids Fuzors,OVA,2015-04-20,2016-04-22,30,4.82,Studio Nue
Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,OVA,2015-12-08,2017-12-25,27,2.79,Kyoto Animation 
Anmitsu Hime,TV,2005-07-18,2016-08-14,26,7.86,P.A.Works
Babel Nisei (1973),TV,2007-03-18,2016-03-15,3,8.65,Kyoto Animation 
Break Blade: Virgins War,OVA,1999-07-08,2016-02-24,4,2.44,Studio Live
Brothers Conflict,OVA,1996-11-27,2016-11-01,8,3.8,Studio Live
Card Wang: Mix Master,TV,2001-09-24,2016-08-07,22,3.71,Studio Ghibli
Chi s Sweet Home (2016),12,2005-08-23,2016-11-04,29,8.66,Kyoto Animation 
Chogattai Majutsu Robot Ginguiser,OVA,2010-07-16,2016-04-10,1,7.41,Anime International Company Inc.
Crush Gear Nitro,35,2004-09-05,2016-03-21,6,9.98,Anime International Company Inc.
Densetsu no Yuusha no Densetsu: Iris Report,OVA,2011-02-28,2016-02-03,23,6.27,GoHands
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,TV,2007-08-05,2016-05-07,3,9.43,Pierrot 
Future GPX Cyber Formula: Early Days Renewal,45,2009-09-02,2016-09-28,22,6.68,Studio Ghibli
Genji Tsuushin Agedama,TV,1998-01-17,2016-04-14,5,5.93,GoHands
Hengen Taima Yakou Karura Mau! Sendai Kokeshi Enka,38,2013-09-17,2016-03-26,20,4.88,Studio Live
Higurashi no Naku Koro ni Kira,42,1998-01-20,2016-11-13,9,5.67,Studio Hibari
Himawari!!,Movie,2000-10-12,2016-01-08,9,2.5,Studio Live
Honey Honey no Suteki na Bouken,20,2014-06-05,2016-02-19,24,0.53,Kyoto Animation 
Juusenshi Gulkeeva,33,2007-05-02,2016-03-22,9,2.01,Mushi Production
Kagaku Ninja-tai Gatchaman II,Movie,2006-03-17,2016-11-13,14,8.14,Studio Ghibli
Kamen Rider Den-O: Imagin Anime 3,OVA,2001-05-03,2016-09-18,16,4.03,Magic Bus
Kanojo ga Flag wo Oraretara,OVA,2006-06-06,2016-06-01,29,6.94,Studio Ghibli
Kanokon Specials,TV,2006-03-24,2016-02-08,4,1.92,Mushi Production
Kikou Kantai Dairugger XV,TV,2016-11-02,2018-12-21,20,6.58,Pierrot 
Kinnikuman II Sei: Second Generations,23,2004-03-24,2016-07-05,17,7.2,GoHands
Koi Tsubomi,11,2003-09-26,2016-06-22,4,7.84,Studio Hibari
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,OVA,2002-05-12,2016-06-21,11,5.78,Studio Gokumi
Mahou no Tenshi Creamy Mami: Eien no Once More,18,1996-10-11,2016-10-02,22,9.99,Studio Ghibli
Midnight Eye: Gokuu,TV,2003-10-10,2016-01-24,29,3.5,Studio Gokumi
Miyanishi Tatsuya Gekijou: Omae Umasou da na,21,2007-07-28,2016-05-18,10,9.36,Kyoto Animation 
Monster Strike: Rain of Memories,39,2002-04-12,2016-01-08,30,4.42,Anime International Company Inc.
Nanami-chan 3rd Series,TV,2011-03-16,2016-12-25,3,0.78,Nippon Animation
Neko Neko Fantasia,44,2016-09-13,2020-05-11,2,2.26,GoHands
Onegai♪My Melody Kirara★,31,2015-07-13,2017-03-04,4,4.43,GoHands
Otogi Story Tenshi no Shippo Specials,4,2003-05-11,2016-07-11,21,0.33,Nippon Animation
Pokemon: Pikachu no Kirakira Daisousaku!,6,1999-05-17,2016-12-12,29,6.71,Anime International Company Inc.
Pokemon: Pikachu no Summer Bridge Story,25,2010-09-06,2016-12-25,26,6.37,Studio Hibari
Precure All Stars Movie: Haru no Carnival♪,OVA,2011-02-09,2016-05-07,1,8.46,GoHands
